overall,reviews
5,So in love with these! Very elegant! Thank you so much for everything you do!
5,love these earrings. I now have purchased 3 pairs!!!
5,Love these!!!! I gotten a lot of compliments when I wear them.
5,Love them! So very pretty!
5,Love them! So simple and pretty.
5,Amazing quality and does not irritate my ears! Fast and seamless shipping. Thank you!
5,"they sparkle, they make me feel pretty. Arrived safe and sound. Thank you so much."
5,"I wasn't expecting them to be as small .. But since I have little ears, everything worked out perfectly. 

They're so comfortable, that I forgot I was wearing them and slept in them. Did not even notice."
5,My favorite place to get ear climbers. Easy to do business with.
5,Its came in a cute box with a thank you card and letting me know how to take care of the earrings. Thank you so much they are beautiful.
5,I love the earrings!! Even prettier in person. Thank you so much!
5,Third purchase from this shop. Love!
5,Love them! Just as pictured.
5,I love these earring.  Took about a week to get them but worth the wait!
5,Beautiful earrings!
5,Beautiful rose gold climber earrings. Shipping was fast.
5,Shipped super quick and the earrings are super cute and perfect size! Absolutely love!
5,All my friends are wow’d by these and I am too! I love them they look like a million buccs!
5,Will definitely recommend these earrings to my friends and family! They are beautiful!!
5,So helpful and LOVE my earrings!
5,"These are beautiful! I've gotten many compliments on them and I love them! My only issue is that they are slightly thicker than standard ear lobe piercings, and I had to really force mine through for a bit."
5,Exactly as pictured. Love my ear cuff!
5,I bought 3 pairs and I couldn't be happier!!
5,Everything I wanted/expected :) prompt shipping and cute packaging as well. Will be buying more jewelry from you in the future - thank you!
5,"I'm very happy with these -- they arrived faster than I thought they would, and are just what I was looking for."
5,"Fast shipping, cheap price and beautiful earrings!"
5,I love these earrings! They are comfortable and stay in place. I'll be getting more!
5,Beautiful as expected.  Delivered at end of December.
5,Beautiful earrings. Got two pairs. One gifted to my sister. Super happy with this purchase
5,Totally love these! They go great with the necklace. Can't wait to wear for my wedding! 💖
5,"Exactly as shown, easy to put on, thanks!"
5,Thanks so much! Shipping was fast!
5,"Very pretty, but the stones were smaller than I expected."
5,"Very pretty, classic but a little edgy. Will be a nice little sparkle for the holidays."
5,Smaller than I thought but very pretty
5,These are Very pretty! Arrived quickly.
5,Super cute earring and fast shipping! Thank you!!!
5,Bought these for my best friend. She absolutely loved them! Thank you!
5,beautiful earrings!  I bought them for my daughter for her graduation.
5,"Very nice, thank you !"
5,"they look exactly like the pictures, good quality"
5,It is so pretty. Arrived exactly as it appears in the pictures fits comfortably.
5,Have been wearing them since I opened the box. Hopefully I won't lose them if I do i will just purchase them again since the shipping was fast.
5,Thanks so much! Fast shipping!
5,"Very nice, good size. Would recommend"
5,"Cute, exactly as described, and shipped quickly."
5,"Shipped quickly, good quality and precisely as described."
5,Smaller than I thought. Still nice though.
5,I have not received my order
5,"The earrings are stunning, high quality, and look exactly like the picture. The customer service is great too, 10/10 definitely recommend!"
5,These are so beautiful! I also like that you can wear them with or without the backing. My new favorite and everyday earrings!
5,Fats shipping snd so unique - love ❤️
5,I like the unique design and versatility. I highly recommend.
5,"They’re very nice! Good quality and as expected My only complaint is that they don’t stay in one place- the v turns around- which doesn’t look as nice. When I push the backing tighter the v gets lost in my earlobe fat lol... not a complaint about the product per se, just that the design doesn’t work for me."
5,c est pour offrir donc je saurais qu a noel si ça plait
5,Really lovely earrings thank you
5,Even prettier in person and arrived super fast. Liked them so much that I bought another pair of earrings in a different color
5,"Just beautiful! More than I could have hoped for.  Be aware if shopping from UK there is a customs duty to pay, but they are worth it!"
5,Super cute and great service.
5,moins joli qu'en photo mais fera quand même son petit effet
5,"It is shine and beautiful, the gift box well-made with good quality!  I have a long hair it looks cool with... My husband loves this earring. It looks natural and cute."
5,These earrings are precious! I love that they are small enough to be appropriate for an 11 yr old but still have enough detail to get noticed. The receiver and I both love the 3D effect and finish of the silver. Also I ordered them later than I should’ve and didn’t even consider they might arrive on time. But they shipped very quickly and they were here in time for the birthday girl’s party.
5,Shipping took FOREVER but not at all the sellers fault! Earrings are adorable and well made. My daughter put them on right away. She has multiple ear piercings and used the second holes for these. They look cute! Thank you!!!
5,"I really love these, they are super subtle even though they're faceted. High quality materials that keep my ears from swelling up when I wear them. Thanks!"
5,I love these so much. So glad I grabbed them. They're going to be my new go-to earrings for everyday. Thank you.
5,Beautiful earrings. The only reason that it didn't get 5 stars is that it didn't include a back. It included a small rubber stopper. Love the earrings and will add my own SS back
5,The earrings are lovely. I’m allergic to nickel so happy to find some silver earrings with hypoallergenic posts. They shipped very quickly too.
5,I bought these beautiful butterfly earrings for one of my granddaughters.  They were absolutely perfect.  They arrived quickly and were boxed perfectly for a Christmas present.
5,So pretty and exactly as pictured! Very satisfied and will be purchasing from this shop again! I received the earrings later than expected but the buyer put a bonus set of earrings for the delay of shipping! Absolutely love the bonus earrings! I also loved the packaging!
5,"I'm in love with these earrings. They're exactly what I was looking for. They are extremely comfortable - in fact I haven't taken them off since I got them! I don't even know they're there. I love hoop earrings, but my long hair gets tangled in them. These dangles with star climbers are the perfect antidote!"
5,Absolutely beautiful. My daughter loved them!  Thanks for getting them here well in advance of the holiday!
5,I am in love with these earrings. The customer service is superb!
5,"These earrings are simply stunning and I bought six pairs for gifts with one of those being for me.  The shipping took a long time, so that's the only reason that I didn't award FIVE STARS.  However, these ran on special on Black Friday, so I'm sure that Sharon was inundated with orders.  I'm also taking into account that the online sales volume was huge this season, so the mailing was delayed as well.  She was a great communicator and her designs are really special.  I'll be ordering from her again."
5,So pretty! These earring are so cute and just the perfect size. Loved them!
5,LOVE IT! Especially the fast shipping
5,Adorable! I liked them even more in person.
5,"Absolutely beautiful! Wonderfully crafted, stunning pieces."
5,"So cute and unique, I get compliments on them all the time."
5,"Very pretty, she is going to really like this pair. Fast shipping too"
5,We got these for our nieces and they were in awe that they got such beautiful earrings. Very special gift. Thanks!
5,the detail on this item is next level beautiful. they look even more beautiful in person. absolutely adore them.
5,We got these for our nieces and they were in awe that they received such beautiful earrings. Very special gift. Thanks!
5,"I like it very much ,very good and worthy for it’s price."
5,"I love these little leaf babies! And I know my daughter will love them, too!"
5,"I ordered these for my mom because she LOVES earrings. They are very light weight but the stud is extremely delicate. It arrived a little crooked and I was able to easily move it back into place. I hope they last her a while. 
Still a beautiful design."
5,"These earrings are absolutely BEAUTIFUL! They aren't too big, just perfect! I can't even explain how beautiful they are. Just get them!!"
5,These are so delicately beautiful. I am so happy with this purchase. They also came really quickly. Thank you for creating and I would purchase from you again!
5,"I love these so much! Beautiful, shiny, classy."
5,My daughter loves these earrings. They go nicely with her Paloma Picasso necklace!
5,Beautiful elegant earrings!!! I loved them! So worth it!!
5,"This was perfect  for my one extra earring. Just the right size. Small, simple and elegant!  Thank you."
5,Very pretty!  Shipping was good.
5,"Oh sooooo pretty! Dainty and lightweight but full of character. The colors and each piece are gorgeous. Perfect for those who want a little extra for their jewelry without compromising on weight, feeling over the top, or dealing with skin allergies. (I can only wear hypoallergenic jewelry and have worn this for a few hours so far without bother.)"
5,Very disappointed with the way the 3 pairs of earrings where shipped.  All three pairs on one card!  Now I have to look for boxes to wrap each one individually.  The stones are nice.
5,"These are beautiful, so tiny and sweet!  Quick and careful shipping, and lovingly packaged. Thank you so much!"
5,"These are beautiful! Thank you. Sharon was very helpful to accommodate my needs for shipment, I would definitely order again!"
5,So dainty and perfect!
5,"These are stunning my daughter loves loves loves them. They are her to a tee. Simply spectacular. 
Thank you 
So so very much"
5,Great set of earrings and the shipping time was incredibly fast!
5,These earrings are absolutely gorgeous! So happy with them and will definitely be ordering again!
5,Beautiful and she loved them! Great quality and such a nice seller.
5,Love these earrings!  They're perfect!
5,"These are so sweet! I bought these for my daughter, and they are delicate and sparkly, and so pretty I am going to buy a pair for myself! They shipped within a day of my order. So happy to have found this site!"
5,Love these! Exactly what I was looking for. Thank you!
5,"I got the pearl earring stud flower earrings, and I've received so many compliments at work! My ears are sensitive, and these have NOT set them off at all! Love these."
5,These earrings are so cute and we'll made. Love the size. Very good quality. Came in quick
5,I love these thread earrings! I have been looking for some for a very long time. Fast shipping. Happy Holidays!
5,Super cute and look well made
5,Very beautiful and dainty earrings. These were a perfect gift for my daughters sweet 16.
5,Great quality and shipped super fast! Love them!! ☺️💕
5,Gorgeous. Delicate. Fast shipping. Love these!
5,Loved them! Very high quality!
5,These are so dainty and very beautiful! I bought them as a present for my niece and I know she is going to love them!!
5,"I got the earrings, they are absolutely beautiful, dainty, feminine, just love them.
Thank you"
5,"Quick delivery and the earrings are gorgeous, a gift for my mother and she loves them!"
5,"These weren't the long threads, as I had thought, but they are still cute and my niece liked them! Happy Holidays."
5,"Very pretty despite the size, which must've took a lot of work to fit in all the details! Me and the gifted both thought it was beautiful"
5,These are tinier than I expected but beautiful!!
5,"Absolutely beautiful earrings. The quality is very nice, I couldn't take a picture that gives them justice. Quick shipping, too!"
5,Arrived on time. Good experience. Very pretty
5,"I had no difficulty using this site! I ordered, received confirmation and shortly after I received purchase. I bought these for two of my granddaughters. They are small which I hope will aid in keeping them in their ears !"
5,Absolutely beautiful! ❤
5,stunning in every way and packaged in a very cute and giftable box. just as pictured
5,Even more cute than the photo. Sparkly and dainty.
5,Very delicate and pretty. Perfect for my 13 year old granddaughter.
5,"I love these earrings! They're so cute and dainty. They're just the right size, not taking up my whole earlobe. Thank you!"
5,Stunning! Simply beautiful!
5,I just love these!!!!
5,"I love my beautiful, delicate earrings! Even prettier than I thought they would be!"
5,Worth the wait. Absolutely stunning.
5,"Gorgeous, delicate earrings! Attention to detail and craftsmanship is impeccable. So pleased with this purchase!"
5,Beautiful! So dainty.  Shipping was timely and packaged pretty.  I bought these as a Christmas gift
5,So beautiful and dainty! I absolutely love them!
5,Gorgeous quality!
5,Stunning and such great quality! More than satisfied with my purchase!
5,I purchased the butterfly earrings for my oldest granddaughter and I am so happy that I purchased the flower earrings for my other granddaughter.  They are beautiful.  They are perfect for that special Christmas present I was looking for.  Thank you!
5,"Though Shopping was horrible (no fault of this shop), it was well worth the wait. These earrings are gorgeous, and precious and beautiful and was the best gift bought this Christmas."
5,So sparkly! Beautiful!
5,"So cute, perfectly packaged, and extremely high quality. I have sensitive ears, and these are perfect!! Thank you!!"
5,bought this for my friend. so pretty and neat! def worth the buy
5,In awe!!! THE ENGLISH LANGUAGE DOES NOT HAVE A WORD TO DESCRIBE HOW CUTE THESE ARE!!!! Omg these are absolutely beautiful and stunning! So glad I found this shop on Etsy 💜
5,"So pretty!  Thank you so much Sharon, they are just what I was looking for.  Quick shipping and very well packaged.  Thank you!!"
5,Dainty but high impact I’m sure these will look great on my gift recipient!
5,Adorable. Fast shipping. Nicely packaged.
5,Very pretty and quality made
5,Beautiful!!  Dainty & sparkley.  Shipping was good.
5,Very nice earrings. Sharon was so kind to send me new ones when mine arrived with a small gem missing. She responds quickly to messages. Love these earrings!
5,She loved them and received lots of compliments.
5,Gorgeous! Sparkly! Petit! Love them!
5,Look exactly like the images on the website. Super cute!
5,Beautiful! Very unique and shipped very quickly.
5,Cute and delicate. Nice gift box.
5,Beautiful! Lots of sparkle! Fast shipping.
5,Cute card and adorable little bow on the box
5,I purchased these and snowflake star earrings for a birthday gift. They are beautiful and I can’t wait to see my grandaughter’s face when she opens it! Thank you!
5,Very dainty.  I’m sure my daughter will love them!
5,"perfect size
so dainty
love it
speedy delivery"
5,Wonderful earrings and super fast shipping! ❤
5,"Got these as a gift for my friend and they are absolutely GORGEOUS!! So cute and dainty, extremely well done. Highly recommend!!"
5,Very beautiful and quality jewelry! Shop owner is very kind as well
5,Love these! Cute and delicate
5,Got it for my gf for christmas - she is gonna LOVE it - 10/10 recommend!
5,So pretty! Shipped quickly and looked beautiful.
5,Excellent product.  Fast shipping.
5,These earrings are beautiful !! I love my new earrings !
5,"These are beautiful & different then my other earrings. Great seller. Will use again. Thank you, Mary"
5,So pretty and the perfect size
5,Earrings are very nice! My daughter loved them!
5,Adorable. (I have ordered more for more granddaughters). Fast shipping.
5,These earrings are so cute! I purchased for my sister as a Christmas gift! Can’t wait for her to open them!
5,These are so delicate and beautiful! My daughter will love them!
5,"They shipped fast and were beautiful out of the box. However, the earings tarnished overnight. Not sure what happened."
5,These earrings are so beautiful and dainty. Thank you!
5,"Fast shipping, came as pictured with rubber backs. Very happy with this purchase!"
5,Beautiful earrings and very sweet seller!
5,Thank you. I was happily surprised at the beauty and quality of the earrings. Very good purchase.
5,Great quality and mom loved them!
5,"A beautiful pair of earrings, love them!"
5,The earrings are beautiful! Thank you for the prompt shipping.
5,Absolutely beautiful earrings!
5,I still have not received my order. I ordered it on 12/13 and it’s not going to make it for Christmas. Not happy
5,Beautiful. Can't wait to give them to my wife.
5,Purchased for a Christmas gift.  Beautiful—and the recipient loved them!
5,Nice earrings with good gift box
5,These are gorgeous! I'm so excited to wear them!
5,Just beautiful! And quick shipping
5,"RThese are beautiful & different then my other earrings. Great seller. Will use again. Thank you, Mary"
5,Beautiful earrings. Appear to be good quality.
5,Absolutely beautiful!! I know my sister will enjoy them!
5,Beautiful! Exactly as pictured.
5,Very cute earrings! Arrived quickly and seller was very kind :)
5,"Seller was pleasant and communicative, and the earrings are beautiful!"
5,The earrings are beautiful and arrived quickly.
5,Lovely delicate earrings.  Good secure backs that don't slide off.
5,"I thought they were very pretty, a bit smaller than I thought they would be though..."
5,"Beautiful as always! Shipping was reasonably fast. Each piece is so well made, I am a lifetime fan."
5,I cannot express how wonderful these are. Thank you so much!
5,"These earrings are very beautiful, one of my favorites now! :)"
5,Super cute! They don't irritate my eats at all.
5,"Lil bit bigger than I expected, but I like it very much! Thank you!"
5,Very pretty I love them!
5,"Beautiful earrings and timely shipping - I received these well before Christmas, making for a unique and much appreciated gift for my daughter."
5,"These earrings are very well made and I love that they are so different.
Shipping was prompt and all is well....including all the compliments I get.
Thank you so much.
Deb Lanigan ,,          5stars...easily"
5,"Laura is easily the friendliest and efficient seller. Upon receiving the earrings, I was really fascinated with the intricate designs of the earrings. They are made out of sturdy and solid sterling silver. I also got compliments from my colleagues when I wore them to work! This is really a very special and interesting design, though it was my first time having to wear ear jackets and wasn't too comfortable with it, with that design on my ears, I wouldn't mind at all.

Love this pair of earrings and definitely coming back for more :) Thanks Laura!"
5,"I absolutely LOVE MY EARRINGS!!!!  Thank you thank you 
thank you. Beautiful work and such a unique and nice presentation upon delivery.  It was pretty fast delivery too...considering where it came from. 
Thank you and I will be back Dianne"
5,Quality! It's so well done. Pretty! Delivered well within time. Love the wood on which it was pierced into as well. Great job Laura!
5,Here they are at the back. They actually look really good on the front also. Really amazing thanks.
5,"I am so delighted with these beautiful ear jackets! Love the delicate details and craftsmanship. The slice of wood that the earrings came packaged in was a creative, rustic touch. Already eyeing additional stud earrings to mix and match with the jackets - thank you!!"
5,The earrings were exactly as pictured and excellent quality.  They were beautifully and creatively packaged.  I was amazed how quickly they arrived from overseas.
5,Love these little earrings! Have had many compliments on them.  Took a little while to get here from Lithuania but worth it!
5,Absolutely stunning earrings!
5,Beautiful!
5,Love everything I ordered...so cute!  Looking forward to wearing it all!!!
5,You won't regret buying these earring jackets... I love them. They are small but if you have short hair they are perfect!  I will be back for more!
5,"LOVE THESE SO MUCH! They're just a tad heavy so I can't wear them for long periods of time, but still so beautiful."
5,"Oh so lovely, delicate & petite"
5,I would most defiantly buy from this seller and jeweler. Well made and great packaging. wonderful quality.
5,quality and workmanship are superb. I have now bought 4 items from this artist and will definitely go back.
5,The earrings are  beautiful and fun to wear !!!
5,Très joli. Merci. Vendeuse sérieuse.
5,The earrings are lovely! Thank you so much!
5,good service and love the earrings.... keep up the good work.
5,These are cute and item arrived quickly.
5,These are exactly as described.  Metal is very high quality - they don't cause irritation in my ears like some other sterling silver earrings.  Love them.  Not 'blingy' like some others.  Have become my favorite earrings.
5,These are really beautiful earrings. Love wearing them with different fronts.
5,My girlfriend loves these - thank you!
5,Very pretty ear ring.  My only complaint is that it is quite delicate and smaller than expected.  I have long thick hair and need a bolder ear ring.
5,Item BETTER than described. Fast shipping. Thank you!
5,Love these! Thank you for the upgrade to a better material! I will probably be a repeat customer in the near future :)
5,"The x is much smaller than the picture suggests. It’s maybe the size of a pencil eraser. It’s kind of hard to see. Maybe these models just have tiny faces and ears, but i was expecting the earrings to be larger."
5,"Updated -
Shani reached out to me after seeing my review and has been great in ensuring that I get a climber that works with my ear type. She is creating a pair based on my actual ear type. I""ve sent off photos and cannot wait to get them so I can wear them everyday! Thank you, Shani!

Original Post July 30
""These seemed like the perfect climber in pictures.  In reality, they are much more curved than on the model and don't 'climb' but rather arch on my lobe. I am a bit disappointed as I have held out for so long on this type of earring.  However, even though they are not the style I was expecting, they are of good quality and still hope to wear them."""
5,"Leider habe ich einen Ohrkletterer gleich beim ersten Mal tragen verloren; hat schlicht nicht gut gehalten. Schade, denn ich finde sie sehr schön - den zweiten trage ich jetzt solo, aber nur unter größter Vorsicht...denn auch ihn hatte ich bereits verloren aber wiedergefunden. Und nachdem ich das bisher Geschriebene gepostet hatte,hat mich Shani kontaktiert u sofort angeboten mir nochmals Ohrkletterer zukommen zu lassen. Das ist unglaublich nett! und es liegt an meinen Ohren nicht am coolen Ohrschmuck! danke..."
5,"Thank you so much for the earrings. Those looks amazing. I am wearing them everyday, they are comfy and the colour is very nice. I have to mention that, they get a lot of compliments not only from my friends, but even from strangers. Also they shipped quicker than I thought. 
Thank you so much!"
5,This is my second pair of earrings from AIRlab and I just love them—so many people have complimented on their unusualness.
5,Love them!
5,"i've bought multiple items from this shop over time and i love them all! will continue to be a repeat buyer. Great shipping, great quality, delicate yet durable. very happy to recommend."
5,"Really beautyful, l love them!"
5,"I love these so much! My ears a pretty sensitive, and there is no irritation, and they are so cute!"
5,"These are so perfect! Shani was very flexible with me changing my mind and wanting two pairs at the same time and was kind enough to refund me the shipping for the second purchase so they could be sent together. Beautiful little pieces, and a pleasure to deal with Shani!"
5,Beautiful!
5,"wow~
I love your work.
This Minimalist Ear Climbers came to me after traveling a really long way. thank you~~~"
5,Good quality! Happy with it!
5,"my 2nd order from this shop, great quality, very cute and unique!"
5,One of my favorite earrings to wear! They are simple yet elegant - a really beautiful pair of earrings.
5,They are perfect ❤️ great to wear
5,"A really nice seller and a unique, quality product, I will be returning!! Thank you!"
5,"Sehr filigrane Ohrringe, könnten für meinen Geschmack etwas größer gestaltet sein- im Übrigen alles ok."
5,"Those earrings are wonderfull! Unfortunatly, I guess my ears are too thins: I lose them all the time. I tryed to ""flatten"" them myself, but it's worst! Anyway, I love them!"
5,Beautiful piece of jewelry...I love it!
5,"So simple! The others I've seen around are bigger, I prefer the subtleness of these. They don't irritate my sensitive ears either. This is my second pair. I lost my first pair on the first time I took them out after 3 months straight of wearing."
5,Perfect and lovely thank you!!!
5,"Vackra smycken, tack och många hälsningar från Tyskland! <3"
5,So simple and minimalist! Looks great on the ear.
5,"Beautiful, comfy, simple and elegant. Exactly what I was looking for :)"
5,Love the ear climber! Arrived in a timely manner. I would purchase from this seller again. Thank you!
5,These are exactly as expected. They are weightless earrings. They adjusted to fit my wide earlobes very comfortably.
5,My ears are a bit funny but they fit pretty good
5,Good work and timings. Thank you
5,Beautiful minimalist earrings. I'm a returning customer and I guess that says everything.
5,I like them very much!  I already wear them!
5,Unfortunately it looks like u have a grin on your earlobe. Not at all lika u would think a climber earing.
5,"I bought multiple pairs of ear climbers because I wasn't sure what I wanted. Others from different shops were uncomfortable, pinched my ears, fell off, or just didn't sit right. These are PERFECT and I couldn't be happier!"
5,"I got the gold and gold, and I love it! It’s very lightweight and comfortable, and I forget I have it in. 10/10 recommend."
5,These earrings are amazing! The beadwork stays in place - no risk of losing a bead from the set. Love them!! And the shop owner is super responsive if you have any questions.
5,"Beautiful! They’re exactly what I wanted, I’m so happy with them. Thank you!"
5,Seller was very helpful! The ear climbers are beautiful!! :)
5,"Beautiful piece. The opposite ear piece was mistakenly sent, and Keren promptly responded and sent me another one immediately (and was flexible in changing the color!). Thanks!"
5,"Alles super! Vielen Dank! Bin sehr zufrieden, der Schmuck sieht sehr schön aus!"
5,These are super pretty but they irritate my ears and they always slide out and I loose them all the time. Very pretty though.
5,"Beautiful!! :-)  well hand crafted. My daughter Loved it. Would definitely purchase from this site again.
Thank You"
5,"Beautifully made, fast shipping, thank you!!"
5,"They are cute, I struggle to get them to stay on my ear. I'll have to try putting a stopper near my piercing and see if it helps."
5,Very beautiful. Just not very sturdy and bent when I received them.
5,Love ❤️
5,"My ear climbers are elegant and a bit sassy. I get lots of compliments. The short climbers are a perfect size for my small ears and are very comfortable to wear. I love them!
The international delivery and correspondence was very quick. I'm already trying to work out my next Glamrocks Designs purchase - thank you!"
5,"Perfect! The mini is also an awesome size for those of us with small, thin earlobes. Totally love it."
5,"These are super cute - they were a tiny bit wider than I anticipated but not significantly. Since these were my first pair of ear crawlers it took me a few times to get the hang of putting them in, but I've gotten better at it each time. I've gotten so many compliments on these.. wish I had bought more :)"
5,Such a simple style but also very unique. I get so many compliments on these. Love them! Thank you!
5,"I love them! Simple and unique, which is exactly what I wanted. Very fast shipping- just perfect!"
5,I love them! They look small in the package but once on they are the perfect size! I love the bobby-pin style. Very cool
5,this is my 2nd or 3rd replacement for a lost side. i just love them so!
5,"These earrings are beautiful, comfortable and just as pictured! There was a little confusion with the tracking # not updating, but Kristen was awesome in helping out with it. Received them on time as well :)"
5,"I wanted a delicate, minimalist, unique pair of earrings to wear on my wedding day. These are perfect! I can't wait to wear them :)"
5,Love them!
5,My new favorite earrings. These ear climbers are well made and COMFORTABLE - I love that I can sleep in them without a pokey earring back stabbing my head! They arrived quickly. Would definitely buy more!
5,"Super cool earrings; love the look.  They do get snagged occasionally on the back, but I wear them anyway and just check that they're still there every once in a while.  They're just that cute.  :)"
5,"Love these earrings! I have received many compliments on them. They are easy to wear and they stay in place, no sliding around or twisting. Super cute!"
5,Love these earings so much I keep buying them as a gift for my sisters and friends birthdays. These are the earings I wear everyday and I always get complements and asked where I got them!  LOVE!!
5,Super cute earrings! I wasn't sure how to put them in at first but figured it out 😊
5,"Beautifully made! I've had lots of compliments, and they are very comfy to wear."
5,"Envoi rapide, soigné! Je suis ravie de porter ces boucles d'oreille le jour de mon mariage !"
5,"Fast ship, beautiful. Needed to add tiny plastic stops to make sure they didn't shift out during wear, other than that very happy!"
5,"Really cute piece, I got the silver climber and I love it, also it came in the mail fast"
5,I was only going to order a single ear climber but decided to order a pair.. & I'm so glad I did. They are beautiful & very comfortable to wear. So happy with my purchase!
5,LOVE LOVE LOVE LOVE IT
5,LOVE these earrings so much. This is my second pair after I lost my first (I was devastated) but I get complements on them all the time. Great quality and always ships so quickly! Just ordered more earrings from this shop and can’t wait to get those too!
5,I love these earrings! They fit my ears just perfect and they are so stylish! Thank you!
5,"Stunning earrings!  Fast shipping, and great communication.  I had some trouble with the fit on my ears, and I got a response right away.  love them!"
5,Absolutely stunning and very simple. Fit my small earlobes well.
5,"these are so pretty, I wear them every day! I also love that they don't slide off like other ear climbers I've worn. thank you!"
5,These are perfect! Dainty (and very durable so far) they go with everything and are fun and different.
5,"Understated and fabulous, just what I wanted."
5,"I love these earrings. I lost one of them, and loved that I could order just one as a replacement. wonderful work."
5,"I love everything about it. Get a lot of comments, and i'm ordering another one for a birthday gift!"
5,Quick delivery and I love how they look!
5,Love these earrings---so feminine and unique! Thank you!
5,Love this!!! I get compliments every time I wear it. XO
5,These earrings are awesome!! Thanks for a great product! Arrived super fast :)
5,I love them!!! Super cute!! And lots of compliments.
5,These are beautiful! I just received them today they are the perfect size (not too long) thank you for the quick shipping!!!!
5,So perfect. Love this item!
5,"I ordered these as a Christmas gift very last minute and received them very quickly! They were even shipped out the same day I placed my order, which I was surprised to see! They are perfectly simplistic, and my sister absolutely loved them!"
5,I love these!! I got them to replace some my husband had purchased for me from another site that just didn't fit my small ears. But these are the  perfect size and great quality.
5,"these are perfect, my multiple piercings have been irritated recently when wearing regular earrings, these are comfortable and look great. have only had them a few days and i have already gotten many compliments! thank you!"
5,Me encantan! los utilizo casi a diario.
5,Love them! They look high quality and super cute.
5,I Really love these earrings!
5,"edgy, beautiful, sturdy <3"
5,so beautiful! my new favorite earrings
5,Love them! I hope the quality is great and they last.
5,"nice fitting earrings, fast and friendly communication"
5,thank you!! xoxo
5,I love these! So fun and modern.
5,"The post on the earring gets bent and misshapen quickly -- it's ok, the earring still works, but something to keep in mind. I also find these earrings irritate my ears...perhaps something in the metal amalgam. Otherwise, they have a great, simple look."
5,Beautiful earrings! I've gotten lots of compliments and I just recently got them!
5,comfortable and beautiful earrings. Love them!
5,"I love these earrings, very pretty, good quality, comfortable. Have gotten several compliments on them already."
5,They were pretty
5,Loved both the silver and the gold
5,Arrived beautifully wrapped. Good quality and they look great! Thanks!
5,"I love these earrings!  They are very well made. Contrary to some other reviews, you do not need to bend the earring in order to insert it into your ear; you just need to twist it around to get into place."
5,"Nice earrings. Didn't fit my ear well. Gave them to my gf. Fit hers fine. (I'm also a girl, btw)"
5,Love these! So cute.
5,Great quality and fast shipping!!
5,Love my earrings! Sure cute and shipped really fast!
5,"They look exactly like the pictures, and the rose gold color is really nice! The only thing I would have liked to know is that you have to bend the back of the earring to get it on. It would have been better if it was on a hinge so that the metal doesn't wear out over time. Love the look regardless!"
5,"Beautiful, came just as expected."
5,Fit nice and shipped quickly!
5,Item is as pictured and shipping was fast! Love it!
5,"Really cute! Only had them for a day, but I know I can wear them with anything! :)"
5,Simple elegant design. Have received many compliments. :)
5,"Absolutely loved them. Found them to be too loose and moved easily on my ears when I put them in yesterday. So I moved them to angle higher on my ear and pinched them to try to make tighter. Went to grocery store, got back in the car, looked in mirror... one missing😢"
5,Love these earrings! Very simple way to feel more put together.
5,Beautiful simple and elegant earrings just what I was after!
5,My new favorite earrings! Thank you!
5,Beautiful earrings - already getting compliments!
5,Beautiful and definitely one of a kind.
5,Gorgeous earrings! Very fast shipping!!
5,So cute just as described and looks like solid gold
5,Arrived early and was exactly as advertised. Comfortable fit too. I would buy from this merchant again.
5,Simple and beautiful - comfy to wear as well. Thank you!
5,Lovely item - small but perfectly formed! Arrived extremely quickly. Many Thanks.
5,"Prompt shipping, exactly as described.  I love them!  They are perfect."
5,Exactly as described. Very comfortable and they get commented on. Thank you very much!
5,perfect. exactly what i was looking for!
5,"Nice packaging, shipped fast, loved the earrings but lost one the first day I wore it : ("
5,Perfect go-to.  Wear them almost everyday right now.
5,Love these earrings! Wear them almost everyday!
5,"love these, wear them everyday... barely know they are in my ears!"
5,Second time I order this item. Love it!
5,Beautiful earrings and high quality.
5,"Beautiful and fast shipping, thank you! Will buy again :-)"
5,This item is beautiful. I bought it partially because it looked sturdy as if it would be comfortable enough to sleep in but secure enough to stay in. After three days it fell out and is nowhere to be found. I was very excited about the idea of this item and would like to order another but I'm too afraid of it falling out again. It is high quality and solid.
5,Given as a gift and they loved it!!!!
5,Beautiful! Just as pictured. Thanks!
5,"So comfortable! I've worn them while working, sleeping, showering, and working out. Lately some other earrings have started irritating me after wearing them for too long, but these do not. Very nice quality."
5,"perfect! just as pictured, great packaging for shipping"
5,"Cute earrings, well made, arrived on time. I gave them as a gift and she loved them."
5,Shipped easily and look great
5,"These are great, and shipped to the uk without a problem, thanks"
5,"this was a re-order, i lost one... thanks for getting it out so quickly!"
5,Great service and wonderful gift.
5,"I LOVE these ear jackets!  As soon as they arrived, I switched out what I was wearing for these, and I've barely taken them off since!  They are very well made, and I just love the look.  I measured my ears to ensure these would fit (well, I had a helper).  They sometimes fit a little longer than pictured, but if I push the bottom against my ear, they look as pictured.  Either way is great - don't hesitate!  Virginia, thanks for making these for me!"
5,"I absolutely love Virginia's designs - they are simple, elegant, striking, and unique all at once. I purchased several pairs of earrings because I just couldn't pick a favorite. I cannot wear any of them without getting compliments. I'm sure I'll treat myself with more her beautiful pieces in the future and will recommend this shop to anyone who asks in the meantime. Thanks so much!"
5,Fab!
